product_category,original_price,product_age_days,return_reason,condition_grade,optimal_route
toys,1590.02,13,better_price_found,acceptable,refurbish
clothing,1315.91,35,no_longer_needed,good,peer_exchange
clothing,2840.24,1,no_longer_needed,good,refurbish
clothing,12120.93,47,wrong_size,very_good,resell_as_is
books,1829.21,75,better_price_found,for_parts,recycle
electronics,30836.89,3,no_longer_needed,acceptable,refurbish
clothing,2285.75,29,no_longer_needed,very_good,peer_exchange
toys,5542.68,139,no_longer_needed,good,refurbish
clothing,8964.23,123,wrong_size,like_new,resell_as_is
electronics,40257.97,19,defective,very_good,resell_as_is
clothing,4048.65,134,wrong_size,like_new,resell_as_is
electronics,33560.57,182,no_longer_needed,good,refurbish
electronics,28973.14,26,better_price_found,very_good,resell_as_is
toys,6397.77,201,no_longer_needed,very_good,resell_as_is
clothing,2889.21,74,not_as_described,acceptable,refurbish
books,368.06,66,better_price_found,for_parts,recycle
electronics,55661.25,23,not_as_described,very_good,resell_as_is
home,14969.82,71,wrong_size,very_good,resell_as_is
home,13130.64,61,no_longer_needed,good,refurbish
clothing,5912.92,50,wrong_size,acceptable,refurbish
clothing,8718.88,162,wrong_size,acceptable,peer_exchange
clothing,3060.04,61,wrong_size,acceptable,refurbish
clothing,3121.75,63,better_price_found,good,resell_as_is
electronics,53384.6,80,no_longer_needed,very_good,resell_as_is
electronics,17604.37,66,no_longer_needed,very_good,resell_as_is
clothing,502.54,11,no_longer_needed,very_good,peer_exchange
home,18075.69,96,better_price_found,acceptable,refurbish
clothing,9927.06,24,wrong_size,good,recycle
books,2749.9,192,better_price_found,for_parts,recycle
electronics,1911.99,74,better_price_found,very_good,refurbish
home,37162.48,63,better_price_found,very_good,resell_as_is
clothing,6060.78,1,no_longer_needed,acceptable,refurbish
clothing,8073.2,27,wrong_size,good,refurbish
electronics,49474.19,1,better_price_found,good,refurbish
electronics,38554.13,26,no_longer_needed,very_good,resell_as_is
books,1249.03,2,no_longer_needed,good,peer_exchange
clothing,1322.37,54,no_longer_needed,good,peer_exchange
electronics,14323.24,11,not_as_described,good,refurbish
electronics,39591.62,45,not_as_described,acceptable,refurbish
electronics,44189.24,26,wrong_size,very_good,resell_as_is
home,7565.36,32,not_as_described,good,refurbish
electronics,61886.48,53,no_longer_needed,good,refurbish
books,2708.62,17,not_as_described,good,refurbish
clothing,9954.21,74,no_longer_needed,good,refurbish
toys,5046.11,79,not_as_described,good,refurbish
electronics,46884.86,45,no_longer_needed,very_good,resell_as_is
clothing,9155.92,21,no_longer_needed,acceptable,refurbish
clothing,10086.74,72,no_longer_needed,good,refurbish
clothing,4194.86,11,not_as_described,like_new,resell_as_is
books,2601.02,143,no_longer_needed,acceptable,refurbish
electronics,51340.6,5,better_price_found,good,refurbish
electronics,44290.45,3,no_longer_needed,very_good,resell_as_is
electronics,5846.78,40,defective,acceptable,refurbish
clothing,8727.87,21,wrong_size,acceptable,refurbish
electronics,22350.72,34,not_as_described,very_good,resell_as_is
electronics,28917.24,29,no_longer_needed,for_parts,recycle
toys,2697.1,2,defective,very_good,resell_as_is
electronics,28973.92,25,defective,very_good,resell_as_is
clothing,10852.35,57,defective,very_good,resell_as_is
clothing,5585.92,15,wrong_size,acceptable,refurbish
home,20024.09,124,not_as_described,good,refurbish
home,5172.76,12,no_longer_needed,acceptable,refurbish
clothing,9663.03,35,not_as_described,like_new,resell_as_is
home,25542.03,23,defective,good,refurbish
home,15799.53,58,no_longer_needed,like_new,resell_as_is
home,22208.86,64,not_as_described,for_parts,peer_exchange
clothing,8094.39,8,wrong_size,good,refurbish
home,3724.84,31,wrong_size,good,refurbish
books,492.14,1,no_longer_needed,very_good,peer_exchange
toys,718.73,31,better_price_found,acceptable,donate
electronics,15556.9,11,defective,acceptable,refurbish
clothing,4403.54,107,wrong_size,very_good,resell_as_is
electronics,31110.83,35,no_longer_needed,good,refurbish
toys,7865.94,64,no_longer_needed,good,refurbish
toys,5758.16,21,defective,like_new,resell_as_is
electronics,27855.39,15,no_longer_needed,very_good,resell_as_is
clothing,13385.69,38,defective,good,refurbish
clothing,3600.61,51,not_as_described,good,refurbish
home,10833.38,10,not_as_described,good,refurbish
home,34632.27,21,not_as_described,very_good,resell_as_is
electronics,62064.36,33,no_longer_needed,like_new,resell_as_is
books,2203.34,141,not_as_described,good,peer_exchange
clothing,12985.09,15,wrong_size,very_good,resell_as_is
toys,4729.19,42,no_longer_needed,good,refurbish
home,18532.16,44,wrong_size,acceptable,refurbish
home,30149.97,45,no_longer_needed,very_good,resell_as_is
clothing,10363.09,59,no_longer_needed,acceptable,refurbish
books,1592.32,189,no_longer_needed,very_good,peer_exchange
clothing,14774.68,77,wrong_size,very_good,resell_as_is
books,2242.17,28,no_longer_needed,good,peer_exchange
electronics,23161.27,14,defective,like_new,resell_as_is
clothing,4709.65,14,defective,good,refurbish
home,29141.6,29,not_as_described,good,refurbish
home,32216.96,63,not_as_described,for_parts,recycle
clothing,6419.4,71,no_longer_needed,very_good,resell_as_is
home,36911.63,13,no_longer_needed,good,refurbish
clothing,5971.25,72,better_price_found,very_good,resell_as_is
electronics,13146.5,91,defective,acceptable,refurbish
toys,1899.79,6,defective,acceptable,refurbish
electronics,57047.98,126,no_longer_needed,very_good,resell_as_is
home,19982.64,11,defective,for_parts,recycle
home,19538.32,83,no_longer_needed,good,refurbish
home,13467.14,94,no_longer_needed,good,refurbish
electronics,46611.66,6,better_price_found,for_parts,recycle
electronics,27707.51,199,not_as_described,very_good,resell_as_is
electronics,24571.04,21,not_as_described,very_good,resell_as_is
books,1639.68,70,defective,good,peer_exchange
clothing,4665.35,5,wrong_size,good,refurbish
electronics,42867.66,41,not_as_described,acceptable,refurbish
electronics,36539.95,175,not_as_described,acceptable,refurbish
clothing,9889.54,32,not_as_described,good,refurbish
clothing,1946.62,94,not_as_described,for_parts,recycle
electronics,9222.81,90,defective,for_parts,recycle
books,2365.82,123,not_as_described,good,recycle
clothing,11241.78,2,better_price_found,like_new,resell_as_is
electronics,50329.46,10,better_price_found,good,refurbish
clothing,7087.58,72,no_longer_needed,good,refurbish
electronics,46501.48,26,defective,very_good,resell_as_is
toys,3385.28,131,no_longer_needed,acceptable,peer_exchange
home,27076.55,139,wrong_size,acceptable,refurbish
home,4381.76,35,defective,very_good,resell_as_is
books,2282.59,54,no_longer_needed,good,peer_exchange
clothing,4182.51,16,not_as_described,good,resell_as_is
home,26743.71,5,not_as_described,for_parts,recycle
clothing,2777.35,36,wrong_size,good,refurbish
clothing,1402.25,137,wrong_size,for_parts,recycle
toys,1917.41,3,no_longer_needed,good,peer_exchange
toys,6651.64,66,defective,acceptable,refurbish
clothing,13909.4,11,wrong_size,like_new,resell_as_is
home,13145.66,11,wrong_size,very_good,resell_as_is
electronics,17945.37,126,not_as_described,acceptable,refurbish
toys,1423.41,88,no_longer_needed,acceptable,refurbish
toys,5164.68,93,better_price_found,acceptable,refurbish
clothing,12890.14,40,not_as_described,like_new,resell_as_is
home,23695.62,36,defective,very_good,resell_as_is
electronics,40979.64,54,better_price_found,like_new,resell_as_is
clothing,8143.09,3,no_longer_needed,good,refurbish
clothing,12990.4,14,wrong_size,very_good,resell_as_is
books,1126.74,12,not_as_described,good,peer_exchange
books,490.9,2,defective,acceptable,donate
toys,2955.85,15,no_longer_needed,good,refurbish
clothing,585.51,3,not_as_described,good,peer_exchange
clothing,12324.35,34,wrong_size,for_parts,recycle
home,27095.25,28,no_longer_needed,acceptable,refurbish
home,30479.25,13,not_as_described,like_new,resell_as_is
books,1910.35,12,no_longer_needed,acceptable,refurbish
books,2396.95,2,not_as_described,good,peer_exchange
books,1994.92,29,not_as_described,acceptable,refurbish
home,7903.5,6,defective,very_good,resell_as_is
electronics,60574.49,49,not_as_described,good,refurbish
electronics,64370.48,49,defective,good,refurbish
electronics,60201.23,1,not_as_described,for_parts,recycle
clothing,506.14,5,wrong_size,acceptable,donate
home,14627.6,104,not_as_described,very_good,resell_as_is
electronics,61501.7,58,no_longer_needed,good,refurbish
electronics,34861.08,104,defective,for_parts,recycle
clothing,8211.41,97,defective,good,refurbish
home,6210.81,3,defective,very_good,resell_as_is
home,18670.87,3,wrong_size,like_new,resell_as_is
electronics,32868.19,27,not_as_described,acceptable,refurbish
electronics,19156.4,1,defective,acceptable,refurbish
toys,1675.52,94,no_longer_needed,very_good,peer_exchange
clothing,12859.42,30,wrong_size,very_good,resell_as_is
toys,5699.29,4,not_as_described,like_new,resell_as_is
toys,1253.33,35,better_price_found,like_new,peer_exchange
clothing,935.85,3,better_price_found,good,peer_exchange
clothing,10865.22,28,wrong_size,like_new,resell_as_is
electronics,5922.67,34,defective,for_parts,recycle
electronics,12450.83,51,defective,acceptable,refurbish
clothing,14463.21,30,defective,good,refurbish
home,28185.52,29,not_as_described,very_good,resell_as_is
electronics,1579.81,163,defective,very_good,refurbish
clothing,7380.92,5,wrong_size,very_good,resell_as_is
electronics,27204.27,21,defective,acceptable,refurbish
electronics,11842.39,48,no_longer_needed,for_parts,recycle
home,35224.7,36,defective,very_good,resell_as_is
electronics,49223.62,17,wrong_size,acceptable,refurbish
electronics,18187.16,17,defective,acceptable,refurbish
clothing,1621.14,180,not_as_described,for_parts,recycle
books,2590.23,73,defective,like_new,resell_as_is
electronics,47546.24,49,not_as_described,very_good,resell_as_is
electronics,26917.59,81,defective,good,refurbish
books,852.16,36,defective,very_good,peer_exchange
home,8564.62,15,no_longer_needed,very_good,resell_as_is
books,1597.43,64,no_longer_needed,acceptable,refurbish
electronics,23227.98,273,defective,good,refurbish
clothing,5897.92,6,wrong_size,very_good,resell_as_is
home,30175.82,35,defective,very_good,resell_as_is
clothing,7184.21,35,defective,for_parts,recycle
home,10188.7,38,defective,good,refurbish
electronics,53269.71,9,defective,good,refurbish
home,24193.64,22,defective,acceptable,refurbish
books,1306.16,76,better_price_found,good,peer_exchange
clothing,8379.96,53,wrong_size,good,refurbish
electronics,41173.54,8,no_longer_needed,acceptable,refurbish
home,19694.98,27,not_as_described,very_good,resell_as_is
home,9322.98,19,no_longer_needed,very_good,resell_as_is
electronics,47223.28,58,no_longer_needed,very_good,resell_as_is
clothing,5808.78,35,not_as_described,good,refurbish
electronics,35835.08,36,not_as_described,good,refurbish
books,1962.8,76,defective,acceptable,refurbish
clothing,2526.77,5,wrong_size,very_good,peer_exchange
electronics,14442.54,24,wrong_size,good,refurbish
books,1205.68,40,better_price_found,very_good,peer_exchange
home,9463.13,42,not_as_described,acceptable,refurbish
clothing,11800.77,17,no_longer_needed,acceptable,refurbish
home,16794.16,241,not_as_described,good,refurbish
toys,5750.29,84,defective,acceptable,refurbish
home,12242.86,41,defective,good,refurbish
clothing,2857.71,16,wrong_size,for_parts,recycle
clothing,8257.92,60,better_price_found,very_good,resell_as_is
toys,3221.07,2,defective,like_new,resell_as_is
clothing,13891.37,330,not_as_described,like_new,recycle
books,2300.47,83,better_price_found,good,peer_exchange
books,1542.7,40,no_longer_needed,acceptable,refurbish
clothing,6580.38,5,wrong_size,good,refurbish
home,22072.04,166,defective,for_parts,recycle
home,20472.67,27,defective,like_new,resell_as_is
clothing,14438.82,24,better_price_found,very_good,resell_as_is
clothing,13340.98,45,wrong_size,very_good,resell_as_is
clothing,5319.49,83,not_as_described,acceptable,refurbish
clothing,14945.94,27,defective,acceptable,recycle
electronics,10345.92,1,wrong_size,very_good,resell_as_is
clothing,9706.25,44,no_longer_needed,acceptable,refurbish
books,711.6,55,no_longer_needed,good,peer_exchange
electronics,7987.37,140,no_longer_needed,very_good,resell_as_is
home,16751.85,35,defective,like_new,resell_as_is
home,2682.6,25,no_longer_needed,acceptable,refurbish
home,38252.14,143,no_longer_needed,acceptable,refurbish
home,26016.34,32,not_as_described,good,refurbish
clothing,4072.27,56,wrong_size,good,refurbish
home,3548.3,14,not_as_described,very_good,resell_as_is
clothing,6040.57,36,wrong_size,acceptable,donate
clothing,10716.39,118,better_price_found,good,refurbish
books,313.88,99,no_longer_needed,for_parts,recycle
electronics,40199.85,8,defective,good,refurbish
electronics,47920.77,42,defective,like_new,resell_as_is
clothing,4347.2,64,not_as_described,very_good,resell_as_is
clothing,12025.04,16,wrong_size,acceptable,refurbish
electronics,8881.61,110,no_longer_needed,very_good,resell_as_is
electronics,33697.53,2,not_as_described,like_new,resell_as_is
clothing,6943.58,3,wrong_size,acceptable,refurbish
home,15283.57,34,not_as_described,for_parts,recycle
electronics,40105.28,179,better_price_found,good,refurbish
home,22580.88,61,better_price_found,acceptable,refurbish
clothing,9774.23,37,defective,like_new,resell_as_is
clothing,12428.48,20,not_as_described,very_good,resell_as_is
toys,6895.52,5,no_longer_needed,very_good,resell_as_is
clothing,3961.71,51,no_longer_needed,very_good,resell_as_is
electronics,59852.36,6,better_price_found,good,refurbish
toys,7926.92,64,defective,good,refurbish
clothing,8757.63,2,no_longer_needed,acceptable,refurbish
clothing,8741.24,69,wrong_size,good,refurbish
clothing,11713.19,74,wrong_size,good,refurbish
electronics,55659.6,73,no_longer_needed,very_good,resell_as_is
toys,3134.72,4,no_longer_needed,like_new,resell_as_is
home,35089.28,93,defective,very_good,resell_as_is
clothing,14599.3,80,wrong_size,acceptable,refurbish
electronics,48140.27,121,not_as_described,very_good,resell_as_is
clothing,5236.83,17,not_as_described,for_parts,recycle
electronics,54749.68,82,better_price_found,very_good,resell_as_is
clothing,9409.29,40,not_as_described,very_good,resell_as_is
home,17762.09,69,not_as_described,very_good,resell_as_is
clothing,834.8,67,no_longer_needed,very_good,recycle
home,11389.77,47,better_price_found,acceptable,refurbish
clothing,7511.87,32,wrong_size,good,recycle
home,32685.88,26,not_as_described,very_good,resell_as_is
electronics,50285.52,31,no_longer_needed,acceptable,refurbish
clothing,3184.08,215,no_longer_needed,acceptable,refurbish
clothing,8181.64,66,wrong_size,for_parts,recycle
books,2230.38,115,not_as_described,very_good,peer_exchange
books,753.3,213,not_as_described,very_good,peer_exchange
clothing,13804.35,18,not_as_described,very_good,resell_as_is
electronics,32698.23,64,not_as_described,like_new,resell_as_is
home,32509.24,144,no_longer_needed,for_parts,recycle
clothing,908.67,36,not_as_described,acceptable,donate
clothing,10099.14,49,wrong_size,acceptable,refurbish
toys,7639.74,28,not_as_described,acceptable,refurbish
electronics,59912.17,34,defective,good,refurbish
electronics,36153.94,30,not_as_described,for_parts,recycle
electronics,4710.29,57,no_longer_needed,acceptable,refurbish
electronics,31250.78,100,better_price_found,very_good,resell_as_is
electronics,33059.48,6,better_price_found,good,refurbish
toys,1788.26,72,better_price_found,good,peer_exchange
